UNITID,ENRTOT,FTE,ENRFT,ENRPT,PCTENRWH,PCTENRBK,PCTENRHS,PCTENRAP,PCTENRAS,PCTENRNH,PCTENRAN,PCTENR2M,PCTENRUN,PCTENRNR,PCTENRW,PCTFT1ST,EFUG,EFUG1ST,EFUGTRN,EFUGCNT,EFUGNDG,EFUGFT,EFUG1SFT,EFUGTRFT,EFUGCNFT,EFUGNDFT,EFUGPT,EFUG1SPT,EFUGTRPT,EFUGCNPT,EFUGNDPT,PCUENRWH,PCUENRBK,PCUENRHS,PCUENRAP,PCUENRAS,PCUENRNH,PCUENRAN,PCUENR2M,PCUENRUN,PCUENRNR,PCUENRW,EFGRAD,EFGRADFT,EFGRADPT,PCGENRWH,PCGENRBK,PCGENRHS,PCGENRAP,PCGENRAS,PCGENRNH,PCGENRAN,PCGENR2M,PCGENRUN,PCGENRNR,PCGENRW,DVEF01,DVEF02,DVEF03,DVEF05,DVEF06,DVEF07,DVEF09,DVEF10,DVEF11,DVEF13,DVEF14,DVEF15,DVEF16,RMINSTTN,RMOUSTTN,RMFRGNCN,RMUNKNWN,RMINSTTP,RMOUSTTP,RMFRGNCP,RMUNKNWP,PCTDEEXC,PCTDESOM,PCTDENON,PCUDEEXC,PCUDESOM,PCUDENON,PCGDEEXC,PCGDESOM,PCGDENON
100654,7295,6683,6291,1004,2,87,2,0,0,0,0,2,3,3,59,30,6370,1968,225,3931,246,5673,1939,206,3523,5,697,29,19,408,241,2,89,2,0,0,0,0,2,1,2,58,925,618,307,5,70,0,0,0,0,0,0,16,9,67,,,,,,,,,,,,,,881,1061,0,26,45,54,0,1,4,66,29,4,69,27,7,43,50
100663,20905,17030,14679,6226,48,22,7,8,8,0,0,4,2,9,62,17,11959,2014,1098,8523,324,9592,1993,798,6744,57,2367,21,300,1779,267,46,27,8,9,9,0,0,5,1,3,63,8946,5087,3859,50,15,4,6,6,0,0,3,3,17,62,8143,1984,6159,3549,669,2880,4594,1315,3279,1,82,17,0,1624,320,70,0,81,16,3,0,28,41,31,19,58,22,39,19,42
100690,639,410,266,373,36,56,3,1,1,1,2,0,2,0,57,0,243,0,199,42,2,144,0,117,27,0,99,0,82,15,2,26,69,2,0,0,0,0,0,2,0,65,396,122,274,42,48,3,2,1,1,3,0,2,0,53,,,,,,,,,,,,,,,,,,,,,,100,0,0,100,0,0,100,0,0
100706,8564,7157,6286,2278,67,10,7,4,4,0,1,4,4,3,41,18,6800,1212,584,4795,209,5673,1200,435,4035,3,1127,12,149,760,206,67,10,8,4,4,0,1,5,4,1,39,1764,613,1151,66,8,4,4,4,0,1,1,4,11,46,2229,946,1283,824,466,358,1405,480,925,3,83,14,0,818,379,13,2,67,31,1,0,11,50,39,6,60,34,27,14,58
100724,4081,3803,3627,454,4,85,1,0,0,0,0,1,6,3,64,30,3521,1056,159,2262,44,3243,1053,158,2032,0,278,3,1,230,44,2,86,1,0,0,0,0,1,7,2,64,560,384,176,14,79,1,1,1,0,0,1,1,4,70,607,232,375,384,165,219,223,67,156,4,89,7,0,455,550,51,0,43,52,5,0,13,75,11,7,81,12,54,39,7
100751,40846,37196,34908,5938,69,12,7,2,2,0,0,4,3,3,57,23,34389,8032,1212,23983,1162,31038,7973,863,22137,65,3351,59,349,1846,1097,71,12,7,2,2,0,0,4,4,1,56,6457,3870,2587,61,13,6,3,2,0,0,3,2,13,63,6409,1958,4451,2835,655,2180,3574,1303,2271,4,91,6,0,3225,4734,56,17,40,59,1,0,15,29,55,10,33,57,45,11,45
100760,2140,1104,580,1560,66,22,6,1,1,0,0,4,0,0,61,13,2140,384,158,661,937,580,281,44,234,21,1560,103,114,427,916,66,22,6,1,1,0,0,4,0,0,61,0,0,0,,,,,,,,,,,,396,396,0,93,93,0,303,303,0,41,41,19,0,369,8,0,7,96,2,0,2,23,36,41,23,36,41,,,
100812,2986,1903,1196,1790,72,16,5,1,1,0,1,3,1,0,71,0,2535,0,697,1749,89,1117,0,438,676,3,1418,0,259,1073,86,74,14,6,1,1,0,1,4,1,0,72,451,79,372,62,30,3,2,2,0,1,2,1,0,65,1872,1466,406,550,485,65,1322,981,341,0,42,58,0,,,,,,,,,72,22,7,67,25,8,97,2,0
100830,5217,3671,2723,2494,33,33,1,2,2,0,0,3,4,23,60,10,3325,364,274,1904,783,2224,346,226,1452,200,1101,18,48,452,583,43,41,2,3,3,0,1,4,2,4,65,1892,499,1393,14,18,0,1,1,0,0,1,8,58,51,1802,674,1128,605,333,272,1197,341,856,15,64,20,0,295,39,0,30,81,11,0,8,26,36,38,25,42,32,27,25,48
100858,34145,30882,28856,5289,79,5,4,3,3,0,0,3,0,5,51,22,27907,6103,1201,19512,1091,25204,6081,1076,18020,27,2703,22,125,1492,1064,83,4,5,3,3,0,0,3,0,2,51,6238,3652,2586,62,8,4,3,3,0,0,2,0,21,53,4984,844,4140,2469,458,2011,2515,386,2129,3,94,3,0,3223,2785,12,83,53,46,0,1,10,32,59,5,37,58,30,9,62
101028,1705,941,555,1150,38,46,7,1,1,0,0,7,0,0,67,13,1705,314,160,636,595,555,225,64,234,32,1150,89,96,402,563,38,46,7,1,1,0,0,7,0,0,67,0,0,0,,,,,,,,,,,,523,523,0,129,129,0,394,394,0,29,40,31,0,250,63,0,1,80,20,0,0,12,32,56,12,32,56,,,
101116,303,260,232,71,15,74,1,1,1,0,0,4,6,0,81,9,299,34,58,207,0,231,28,43,160,0,68,6,15,47,0,15,74,1,1,1,0,0,4,6,0,81,4,1,3,0,100,0,0,0,0,0,0,0,0,50,,,,,,,,,,,,,,34,0,0,0,100,0,0,0,61,15,24,61,15,24,100,0,0
101143,2699,1619,1073,1626,63,18,9,2,1,0,1,6,0,1,49,17,2699,552,152,881,1114,1073,451,90,470,62,1626,101,62,411,1052,63,18,9,2,1,0,1,6,0,1,49,0,0,0,,,,,,,,,,,,512,512,0,200,200,0,312,312,0,38,43,19,0,507,35,0,10,92,6,0,2,28,27,45,28,27,45,,,
101161,7553,4359,2745,4808,64,22,5,1,1,0,1,6,0,0,60,16,7553,1532,437,2829,2755,2745,1230,194,1275,46,4808,302,243,1554,2709,64,22,5,1,1,0,1,6,0,0,60,0,0,0,,,,,,,,,,,,1332,1332,0,421,421,0,911,911,0,33,49,18,0,1345,118,0,69,88,8,0,5,31,29,40,31,29,40,,,
101189,3086,2549,2206,880,53,31,5,2,1,0,0,2,3,5,58,12,1758,250,246,1053,209,1153,213,172,766,2,605,37,74,287,207,47,36,5,2,1,0,0,2,3,4,55,1328,1053,275,60,24,4,1,1,0,1,2,3,5,62,1779,804,975,1185,465,720,594,339,255,10,44,46,0,185,51,14,0,74,20,6,0,48,12,40,44,19,37,53,4,44
101240,5071,3027,1994,3077,67,17,8,1,1,0,0,5,0,1,60,17,5071,1069,308,2171,1523,1994,846,149,981,18,3077,223,159,1190,1505,67,17,8,1,1,0,0,5,0,1,60,0,0,0,,,,,,,,,,,,1145,1145,0,410,410,0,735,735,0,26,51,23,0,1024,24,1,20,96,2,0,2,21,34,45,21,34,45,,,
101277,81,81,81,0,75,0,25,0,0,0,0,0,0,0,100,70,81,57,0,24,0,81,57,0,24,0,0,0,0,0,0,75,0,25,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,57,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
101286,4044,2150,1193,2851,56,29,8,1,1,0,0,5,0,0,68,11,4044,675,261,2081,1027,1193,446,116,621,10,2851,229,145,1460,1017,56,29,8,1,1,0,0,5,0,0,68,0,0,0,,,,,,,,,,,,1174,1174,0,294,294,0,880,880,0,23,47,29,0,618,42,0,15,92,6,0,2,17,26,57,17,26,57,,,
101295,6424,3795,2466,3958,75,7,12,1,1,0,0,4,0,0,65,14,6424,1242,553,2628,2001,2466,931,246,1131,158,3958,311,307,1497,1843,75,7,12,1,1,0,0,4,0,0,65,0,0,0,,,,,,,,,,,,1291,1291,0,425,425,0,866,866,0,29,51,20,0,1206,28,8,0,97,2,1,0,20,32,48,20,32,48,,,
101301,1925,993,522,1403,19,75,2,0,0,0,0,3,0,0,60,10,1925,244,84,527,1070,522,190,41,245,46,1403,54,43,282,1024,19,75,2,0,0,0,0,3,0,0,60,0,0,0,,,,,,,,,,,,323,323,0,102,102,0,221,221,0,52,31,17,0,232,12,0,0,95,5,0,0,46,20,33,46,20,33,,,
101365,444,273,163,281,18,73,2,1,1,0,0,3,4,0,90,2,442,58,63,321,0,162,11,9,142,0,280,47,54,179,0,18,73,2,1,1,0,0,3,4,0,90,2,1,1,0,100,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,55,3,0,0,95,5,0,0,44,27,29,44,28,29,100,0,0
101435,892,888,885,7,63,24,5,0,0,0,0,6,2,0,44,32,880,280,43,556,1,873,280,43,550,0,7,0,0,6,1,63,24,5,0,0,0,0,6,1,0,44,12,12,0,67,8,0,0,0,0,0,17,8,0,42,5,4,1,4,3,1,1,1,0,0,99,0,0,177,97,0,6,63,35,0,2,0,17,83,0,18,83,0,0,100
101453,178,95,42,136,86,7,3,0,0,0,1,1,0,2,20,5,93,8,21,46,18,32,5,11,14,2,61,3,10,32,16,84,8,5,0,0,0,1,1,0,1,23,85,10,75,88,7,0,0,0,0,0,1,0,4,16,123,47,76,23,13,10,100,34,66,19,30,51,0,5,3,0,0,63,38,0,0,89,7,4,81,12,8,99,1,0
101462,1187,604,309,878,23,55,10,1,1,0,0,9,1,2,62,10,1187,180,135,440,432,309,121,52,136,0,878,59,83,304,432,23,55,10,1,1,0,0,9,1,2,62,0,0,0,,,,,,,,,,,,379,379,0,104,104,0,275,275,0,35,33,32,0,175,5,0,0,97,3,0,0,18,34,48,18,34,48,,,
101471,960,808,731,229,43,53,3,0,0,0,0,0,0,1,10,34,960,406,0,554,0,731,324,0,407,0,229,82,0,147,0,43,53,3,0,0,0,0,0,0,1,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,392,2,0,12,97,0,0,3,0,0,100,0,0,100,,,
101480,9955,8193,7056,2899,61,22,5,1,1,0,0,4,4,3,60,20,8663,1737,526,4773,1627,6559,1722,447,4205,185,2104,15,79,568,1442,60,22,5,1,1,0,0,4,4,3,59,1292,497,795,64,24,3,1,1,0,1,3,1,2,66,1803,914,889,801,547,254,1002,367,635,16,74,11,0,1277,368,89,3,74,21,5,0,24,50,26,17,55,28,72,19,9
101505,9240,4400,1954,7286,62,22,9,2,2,0,0,4,0,2,63,8,9240,1331,663,3476,3770,1954,742,212,949,51,7286,589,451,2527,3719,62,22,9,2,2,0,0,4,0,2,63,0,0,0,,,,,,,,,,,,2011,2011,0,385,385,0,1626,1626,0,36,42,22,0,1260,33,1,37,95,2,0,3,35,23,43,35,23,43,,,
101514,9119,5111,3085,6034,62,16,10,2,2,0,1,7,0,1,56,13,9119,1869,604,4597,2049,3085,1197,256,1601,31,6034,672,348,2996,2018,62,16,10,2,2,0,1,7,0,1,56,0,0,0,,,,,,,,,,,,2226,2226,0,543,543,0,1683,1683,0,18,57,24,0,1818,49,2,0,97,3,0,0,34,29,37,34,29,37,,,
101569,3453,1980,1236,2217,10,79,5,0,0,0,0,4,1,1,66,15,3453,797,346,1757,553,1236,519,139,576,2,2217,278,207,1181,551,10,79,5,0,0,0,0,4,1,1,66,0,0,0,,,,,,,,,,,,1168,1168,0,316,316,0,852,852,0,14,52,34,0,768,8,0,21,96,1,0,3,22,33,46,22,33,46,,,
101587,6820,6063,5596,1224,55,35,2,0,0,0,1,3,3,2,74,12,2983,383,636,1955,9,2409,372,605,1430,2,574,11,31,525,7,50,39,3,0,0,0,1,3,3,2,71,3837,3187,650,60,31,2,0,0,0,0,3,2,1,77,4593,1390,3203,3846,1171,2675,747,219,528,1,52,47,0,313,51,0,19,82,13,0,5,75,9,16,58,14,27,88,4,7
101602,2062,1187,744,1318,71,18,3,1,1,0,1,6,0,0,61,17,2062,409,93,595,965,744,341,58,329,16,1318,68,35,266,949,71,18,3,1,1,0,1,6,0,0,61,0,0,0,,,,,,,,,,,,260,260,0,107,107,0,153,153,0,43,44,13,0,377,32,0,0,92,8,0,0,29,37,34,29,37,34,,,
101648,332,330,329,3,50,27,13,2,2,1,0,6,0,0,29,60,332,200,13,116,3,329,200,13,116,0,3,0,0,0,3,50,27,13,2,2,1,0,6,0,0,29,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,97,0,0,76,115,0,9,38,58,0,5,0,30,70,0,30,70,,,
101675,1180,1143,1119,61,3,93,2,0,0,0,0,1,0,0,49,15,1180,178,130,847,25,1119,176,126,817,0,61,2,4,30,25,3,93,2,0,0,0,0,1,0,0,49,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,75,83,0,20,42,47,0,11,50,22,28,50,22,28,,,
101693,1545,1427,1353,192,54,14,4,2,1,0,1,6,17,2,62,21,1308,273,75,959,1,1245,271,65,909,0,63,2,10,50,1,54,15,4,1,1,0,1,6,17,2,61,237,108,129,55,14,3,2,2,0,1,7,18,1,67,,,,,,,,,,,,,,215,46,9,3,79,17,3,1,4,0,96,4,0,96,2,0,98
101709,3088,2531,2174,914,56,14,6,1,1,0,0,3,18,3,61,21,2642,559,145,1447,491,2019,552,132,1335,0,623,7,13,112,491,54,13,6,1,1,0,0,3,20,3,59,446,155,291,68,21,4,1,1,0,0,1,4,0,77,468,154,314,153,93,60,315,61,254,19,75,6,0,441,103,0,15,79,18,0,3,23,41,36,19,45,36,46,18,36
101736,4665,2177,920,3745,72,8,12,1,1,0,1,6,1,0,57,9,4665,630,112,1227,2696,920,409,56,418,37,3745,221,56,809,2659,72,8,12,1,1,0,1,6,1,0,57,0,0,0,,,,,,,,,,,,517,517,0,139,139,0,378,378,0,50,39,11,0,612,13,0,5,97,2,0,1,23,28,49,23,28,49,,,
101879,10204,7453,5719,4485,67,12,2,6,6,0,1,4,3,4,64,14,7662,1082,854,3875,1851,4984,1048,564,3358,14,2678,34,290,517,1837,68,10,3,6,6,0,1,5,4,5,62,2542,735,1807,64,19,2,6,5,0,1,3,3,3,70,,,,,,,,,,,,,,806,220,53,3,74,20,5,0,32,34,34,15,43,42,86,5,10
101897,3208,1690,923,2285,71,2,19,1,1,0,1,6,0,0,62,13,3208,552,85,992,1579,923,431,28,411,53,2285,121,57,581,1526,71,2,19,1,1,0,1,6,0,0,62,0,0,0,,,,,,,,,,,,439,439,0,140,140,0,299,299,0,45,41,14,0,526,11,0,15,95,2,0,3,26,27,47,26,27,47,,,
101912,1226,1172,1138,88,1,64,8,1,1,0,0,2,23,0,57,22,1177,255,45,853,24,1104,255,45,804,0,73,0,0,49,24,1,64,7,2,2,0,0,2,23,0,56,49,34,15,0,61,18,0,0,0,0,2,18,0,61,126,86,40,89,62,27,37,24,13,6,87,7,0,42,180,28,5,16,71,11,2,6,43,51,2,44,53,92,8,0
101994,641,395,271,370,27,63,3,0,0,0,1,5,0,1,61,24,641,172,67,177,225,271,156,40,71,4,370,16,27,106,221,27,63,3,0,0,0,1,5,0,1,61,0,0,0,,,,,,,,,,,,159,159,0,40,40,0,119,119,0,25,50,25,0,159,13,0,0,92,8,0,0,3,45,52,3,45,52,,,
102030,4001,2125,1177,2824,26,60,3,3,3,0,1,5,0,2,63,13,4001,774,279,1384,1564,1177,519,140,511,7,2824,255,139,873,1557,26,60,3,3,3,0,1,5,0,2,63,0,0,0,,,,,,,,,,,,971,971,0,344,344,0,627,627,0,36,40,24,0,725,24,0,25,94,3,0,3,15,27,58,15,27,58,,,
102049,6097,5952,5862,235,80,8,5,2,2,0,0,2,2,1,66,26,4210,1087,245,2874,4,4148,1087,239,2822,0,62,0,6,52,4,84,5,5,1,1,0,0,2,1,1,65,1887,1714,173,70,15,5,2,2,0,1,1,4,1,69,918,56,862,755,35,720,163,21,142,1,98,1,0,248,831,8,0,23,76,1,0,7,15,79,1,14,84,19,15,66
102058,95,51,23,72,0,100,0,0,0,0,0,0,0,0,47,13,82,12,2,18,50,22,11,2,9,0,60,1,0,9,50,0,100,0,0,0,0,0,0,0,0,49,13,1,12,0,100,0,0,0,0,0,0,0,0,38,,,,,,,,,,,,,,9,0,0,3,75,0,0,25,0,98,2,0,98,2,0,100,0
102067,4601,2639,1647,2954,53,33,8,1,1,0,0,4,0,1,60,15,4601,900,304,1944,1453,1647,695,166,774,12,2954,205,138,1170,1441,53,33,8,1,1,0,0,4,0,1,60,0,0,0,,,,,,,,,,,,772,772,0,240,240,0,532,532,0,25,58,17,0,847,52,1,0,94,6,0,0,35,29,35,35,29,35,,,
102076,2917,1616,958,1959,68,7,19,1,1,0,0,4,0,0,61,16,2917,520,134,773,1490,958,461,54,419,24,1959,59,80,354,1466,68,7,19,1,1,0,0,4,0,0,61,0,0,0,,,,,,,,,,,,385,385,0,140,140,0,245,245,0,26,61,14,0,504,8,0,8,97,2,0,2,55,28,17,55,28,17,,,
102094,14003,12593,11700,2303,60,22,5,4,4,0,1,4,1,2,68,21,9241,1939,842,6098,362,7799,1919,714,5157,9,1442,20,128,941,353,60,23,6,4,4,0,1,5,1,1,62,4762,3901,861,61,20,5,4,4,0,1,3,2,4,78,4982,1176,3806,3669,683,2986,1313,493,820,4,84,13,0,1392,513,33,1,72,26,2,0,28,34,38,8,48,43,65,6,29
102234,919,836,785,134,58,13,10,1,1,0,1,2,5,10,55,20,782,153,166,463,0,757,153,151,453,0,25,0,15,10,0,57,14,10,1,1,0,1,2,5,11,57,137,28,109,66,10,9,4,4,0,1,3,4,4,45,131,32,99,31,21,10,100,11,89,1,95,4,0,70,48,35,0,46,31,23,0,18,22,60,5,26,69,88,4,8
102270,731,676,640,91,6,88,0,0,0,0,0,0,2,3,58,18,731,148,65,493,25,640,134,60,438,8,91,14,5,55,17,6,88,0,0,0,0,0,0,2,3,58,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,105,43,0,0,71,29,0,0,21,79,0,21,79,0,,,
102298,760,754,750,10,5,69,6,0,0,0,0,1,4,14,42,38,701,269,40,392,0,695,269,40,386,0,6,0,0,6,0,5,67,6,0,0,0,0,1,4,15,41,59,55,4,0,83,3,0,0,0,0,0,3,10,58,,,,,,,,,,,,,,121,148,0,0,45,55,0,0,14,84,2,7,91,2,100,0,0
102313,2046,1275,886,1160,15,74,5,1,1,0,0,4,0,0,64,17,2046,506,269,899,372,886,357,131,396,2,1160,149,138,503,370,15,74,5,1,1,0,0,4,0,0,64,0,0,0,,,,,,,,,,,,658,658,0,278,278,0,380,380,0,17,51,32,0,499,1,0,6,99,0,0,1,35,35,31,35,35,31,,,
102368,13658,10393,8338,5320,51,32,6,1,1,0,0,4,1,4,63,16,10222,1879,952,6974,417,7089,1650,615,4747,77,3133,229,337,2227,340,52,32,5,1,1,0,0,4,1,4,64,3436,1249,2187,49,31,7,2,2,0,0,5,2,4,59,6193,3238,2955,2307,1349,958,3886,1889,1997,3,66,32,0,1392,402,85,0,74,21,5,0,51,19,30,42,22,36,78,8,13
102377,3121,3039,2987,134,2,80,0,1,1,0,0,4,14,0,64,30,2659,787,96,1747,29,2557,786,96,1673,2,102,1,0,74,27,1,82,0,0,0,0,0,4,13,0,62,462,430,32,9,66,2,3,3,0,0,3,18,0,75,320,54,266,287,38,249,33,16,17,4,94,2,0,166,618,1,2,21,79,0,0,1,0,99,1,0,99,3,0,97
102395,367,275,217,150,46,30,13,2,2,0,1,4,5,0,29,33,234,83,53,92,6,174,78,41,55,0,60,5,12,37,6,47,26,14,2,2,0,0,5,6,0,29,133,43,90,43,37,10,2,2,0,2,2,5,0,30,,,,,,,,,,,,,,52,31,0,0,63,37,0,0,73,25,2,57,39,3,100,0,0
102429,4378,2189,1082,3296,77,14,4,1,0,0,0,4,0,0,57,11,4378,657,195,1325,2201,1082,486,65,494,37,3296,171,130,831,2164,77,14,4,1,0,0,0,4,0,0,57,0,0,0,,,,,,,,,,,,770,770,0,185,185,0,585,585,0,44,38,18,0,639,16,0,2,97,2,0,0,23,24,53,23,24,53,,,
102553,10493,6842,4403,6090,45,3,10,10,9,1,5,11,14,2,60,9,9853,1424,3,5785,2641,4215,919,1,2929,366,5638,505,2,2856,2275,44,3,10,10,10,1,5,11,14,1,60,640,188,452,59,4,9,6,5,0,7,9,3,3,69,3952,3429,523,1196,1070,126,2756,2359,397,14,50,35,1,1301,102,19,2,91,7,1,0,32,39,28,31,40,29,49,26,25
102580,38,24,15,23,71,0,3,3,3,0,0,8,16,0,37,11,38,5,1,18,14,15,4,1,10,0,23,1,0,8,14,71,0,3,3,3,0,0,8,16,0,37,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,0,60,40,0,0,0,0,100,0,0,100,,,
102614,6893,4606,3104,3789,54,3,9,4,3,0,12,10,7,2,61,12,5827,881,367,2959,1620,2692,695,213,1576,208,3135,186,154,1383,1412,53,3,9,4,3,0,12,11,7,1,61,1066,412,654,59,2,7,3,3,0,7,9,4,9,63,3059,2191,868,785,500,285,2274,1691,583,13,49,38,1,688,176,14,3,78,20,2,0,44,30,26,46,32,22,35,17,47
102632,2000,1075,463,1537,55,2,9,6,5,0,11,13,5,1,64,5,1768,165,111,631,861,428,90,74,233,31,1340,75,37,398,830,53,1,9,6,6,0,12,13,5,1,62,232,35,197,66,3,8,3,2,1,8,7,3,1,78,965,746,219,128,97,31,837,649,188,17,38,42,2,141,23,0,1,85,14,0,1,44,22,34,43,21,36,51,33,16
102669,593,463,380,213,36,4,8,8,7,1,23,11,8,1,76,5,479,29,102,326,22,346,22,51,268,5,133,7,51,58,17,34,5,8,9,8,1,23,11,8,1,75,114,34,80,46,2,7,4,3,1,20,11,9,2,82,,,,,,,,,,,,,,19,5,0,5,66,17,0,17,19,36,46,23,41,37,2,14,84
102711,269,161,107,162,40,1,3,3,3,0,24,8,20,0,17,37,269,99,0,8,162,107,99,0,8,0,162,0,0,0,162,40,1,3,3,3,0,24,8,20,0,17,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,92,3,0,4,93,3,0,4,0,0,100,0,0,100,,,
102845,2157,2157,2157,0,35,8,29,7,4,3,7,10,3,0,69,18,2157,397,20,1740,0,2157,397,20,1740,0,0,0,0,0,0,35,8,29,7,4,3,7,10,3,0,69,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,36,361,0,0,9,91,0,0,33,67,0,33,67,0,,,
103501,250,250,250,0,25,10,7,18,16,3,26,11,2,0,87,65,250,163,0,87,0,250,163,0,87,0,0,0,0,0,0,25,10,7,18,16,3,26,11,2,0,87,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,163,0,0,0,100,0,0,0,0,100,0,0,100,0,,,
103741,203,160,132,71,26,5,55,1,0,0,3,9,0,0,98,46,203,136,0,67,0,132,94,0,38,0,71,42,0,29,0,26,5,55,1,0,0,3,9,0,0,98,0,0,0,,,,,,,,,,,,72,72,0,41,41,0,31,31,0,0,64,35,0,135,1,0,0,99,1,0,0,0,0,100,0,0,100,,,
103893,1080,1080,1080,0,13,13,56,2,1,0,3,1,11,0,59,19,1080,202,91,787,0,1080,202,91,787,0,0,0,0,0,0,13,13,56,2,1,0,3,1,11,0,59,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,200,0,2,0,99,0,1,0,13,26,61,13,26,61,,,
103909,528,528,528,0,25,9,42,3,2,1,5,0,15,0,53,14,528,73,67,388,0,528,73,67,388,0,0,0,0,0,0,25,9,42,3,2,1,5,0,15,0,53,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,73,0,0,0,100,0,0,0,0,23,77,0,23,77,,,
103927,517,517,517,0,12,6,69,3,3,0,3,0,7,0,61,21,517,111,32,374,0,517,111,32,374,0,0,0,0,0,0,12,6,69,3,3,0,3,0,7,0,61,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,111,0,0,0,100,0,0,0,0,28,72,0,28,72,,,
103954,47,47,47,0,28,13,51,0,0,0,2,6,0,0,94,4,47,2,0,45,0,47,2,0,45,0,0,0,0,0,0,28,13,51,0,0,0,2,6,0,0,94,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
103963,689,689,689,0,26,10,47,1,1,0,9,6,1,0,15,44,689,302,3,384,0,689,302,3,384,0,0,0,0,0,0,26,10,47,1,1,0,9,6,1,0,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,300,2,0,0,99,1,0,0,0,2,98,0,2,98,,,
104090,739,739,739,0,17,17,30,4,4,0,7,1,25,0,88,7,712,50,142,520,0,712,50,142,520,0,0,0,0,0,0,16,17,31,4,3,0,7,1,25,0,89,27,27,0,30,15,15,11,11,0,7,0,22,0,81,,,,,,,,,,,,,,47,0,0,3,94,0,0,6,28,72,0,29,71,0,0,100,0
104151,79818,74904,71792,8026,38,4,24,9,9,0,1,5,4,16,48,21,65450,14099,3929,46646,776,60459,13981,3390,42906,182,4991,118,539,3740,594,41,4,27,10,9,0,1,5,4,8,49,14368,11333,3035,26,2,10,5,5,0,1,3,2,51,44,13043,4758,8285,9067,3257,5810,3976,1501,2475,3,90,7,0,8909,4171,1003,16,63,30,7,0,5,53,42,5,62,33,3,15,82
104160,8964,4481,2215,6749,11,1,75,1,1,0,1,1,8,2,60,6,8964,1275,978,4121,2590,2215,504,201,1261,249,6749,771,777,2860,2341,11,1,75,1,1,0,1,1,8,2,60,0,0,0,,,,,,,,,,,,1775,1775,0,287,287,0,1488,1488,0,32,48,20,0,1235,25,2,13,97,2,0,1,25,29,46,25,29,46,,,
104179,56365,48443,43349,13016,43,4,25,5,5,0,1,5,9,6,55,19,44848,9287,2584,30666,2311,35623,8743,1650,25120,110,9225,544,934,5546,2201,44,4,27,5,5,0,1,5,10,4,55,11517,7726,3791,40,4,19,7,7,0,2,4,9,17,54,14554,6197,8357,7692,2591,5101,6862,3606,3256,3,84,14,0,4626,4135,511,15,50,45,6,0,22,41,37,20,48,32,31,14,56
104346,5053,2611,1376,3677,28,6,43,2,2,0,3,3,14,2,61,9,5053,1691,1043,2178,141,1376,445,209,714,8,3677,1246,834,1464,133,28,6,43,2,2,0,3,3,14,2,61,0,0,0,,,,,,,,,,,,1355,1355,0,223,223,0,1132,1132,0,17,55,27,1,1644,10,19,18,97,1,1,1,13,67,20,13,67,20,,,
104391,76,76,76,0,59,0,24,4,0,4,0,0,13,0,97,96,76,73,0,3,0,76,73,0,3,0,0,0,0,0,0,59,0,24,4,0,4,0,0,13,0,97,0,0,0,,,,,,,,,,,,29,29,0,29,29,0,0,0,0,0,62,38,0,0,73,0,0,0,100,0,0,0,0,100,0,0,100,,,
104425,3905,2463,1488,2417,37,4,48,2,1,0,1,4,2,3,54,14,3905,774,173,2149,809,1488,555,79,818,36,2417,219,94,1331,773,37,4,48,2,1,0,1,4,2,3,54,0,0,0,,,,,,,,,,,,1276,1276,0,360,360,0,916,916,0,16,50,33,1,708,24,41,1,91,3,5,0,31,28,42,31,28,42,,,
104443,104,80,65,39,17,25,29,3,3,0,2,8,16,0,93,38,104,51,0,53,0,65,39,0,26,0,39,12,0,27,0,17,25,29,3,3,0,2,8,16,0,93,0,0,0,,,,,,,,,,,,52,52,0,25,25,0,27,27,0,0,50,50,0,51,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
104568,298,206,145,153,42,8,31,1,1,0,4,10,5,0,97,41,298,245,0,53,0,145,123,0,22,0,153,122,0,31,0,42,8,31,1,1,0,4,10,5,0,97,0,0,0,,,,,,,,,,,,111,111,0,45,45,0,66,66,0,0,62,37,0,244,1,0,0,100,0,0,0,0,100,0,0,100,0,,,
