UNITID,ENRTOT,FTE,ENRFT,ENRPT,PCTENRWH,PCTENRBK,PCTENRHS,PCTENRAP,PCTENRAS,PCTENRNH,PCTENRAN,PCTENR2M,PCTENRUN,PCTENRNR,PCTENRW,PCTFT1ST,EFUG,EFUG1ST,EFUGTRN,EFUGCNT,EFUGNDG,EFUGFT,EFUG1SFT,EFUGTRFT,EFUGCNFT,EFUGNDFT,EFUGPT,EFUG1SPT,EFUGTRPT,EFUGCNPT,EFUGNDPT,PCUENRWH,PCUENRBK,PCUENRHS,PCUENRAP,PCUENRAS,PCUENRNH,PCUENRAN,PCUENR2M,PCUENRUN,PCUENRNR,PCUENRW,EFGRAD,EFGRADFT,EFGRADPT,PCGENRWH,PCGENRBK,PCGENRHS,PCGENRAP,PCGENRAS,PCGENRNH,PCGENRAN,PCGENR2M,PCGENRUN,PCGENRNR,PCGENRW,DVEF01,DVEF02,DVEF03,DVEF05,DVEF06,DVEF07,DVEF09,DVEF10,DVEF11,DVEF13,DVEF14,DVEF15,DVEF16,RMINSTTN,RMOUSTTN,RMFRGNCN,RMUNKNWN,RMINSTTP,RMOUSTTP,RMFRGNCP,RMUNKNWP,PCTDEEXC,PCTDESOM,PCTDENON,PCUDEEXC,PCUDESOM,PCUDENON,PCGDEEXC,PCGDESOM,PCGDENON
137847,11433,11050,10810,623,69,3,13,2,2,0,0,4,3,6,58,24,10598,2544,436,7592,26,10411,2540,421,7432,18,187,4,15,160,8,71,3,13,2,2,0,0,4,3,5,58,835,399,436,49,7,13,4,4,0,0,4,1,21,58,,,,,,,,,,,,,,474,1964,94,12,19,77,4,0,1,21,78,0,22,78,5,12,83
137856,201,139,107,94,68,20,6,0,0,0,0,5,0,0,46,15,201,50,0,80,71,107,30,0,75,2,94,20,0,5,69,68,20,6,0,0,0,0,5,0,0,46,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
137865,494,487,483,11,64,16,9,1,1,0,0,9,0,1,39,35,494,172,0,281,41,483,172,0,281,30,11,0,0,0,11,64,16,9,1,1,0,0,9,0,1,39,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,172,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
137953,427,350,301,126,58,19,13,1,1,0,0,4,3,1,40,19,406,84,59,243,20,301,79,49,173,0,105,5,10,70,20,58,19,13,1,1,0,0,4,3,1,40,21,0,21,52,29,14,0,0,0,0,0,5,0,43,,,,,,,,,,,,,,72,11,1,0,86,13,1,0,36,33,31,33,34,33,100,0,0
137962,152,131,118,34,53,18,17,5,4,1,0,4,3,1,51,10,152,17,43,88,4,118,15,34,68,1,34,2,9,20,3,53,18,17,5,4,1,0,4,3,1,51,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,14,2,0,1,82,12,0,6,23,47,30,23,47,30,,,
138187,47425,30144,18452,28973,23,16,44,5,5,0,0,3,1,7,59,13,47425,9758,2797,26931,7939,18452,6269,1380,8718,2085,28973,3489,1417,18213,5854,23,16,44,5,5,0,0,3,1,7,59,0,0,0,,,,,,,,,,,,10880,10880,0,2549,2549,0,8331,8331,0,11,66,23,0,8223,131,269,1135,84,1,3,12,46,32,23,46,32,23,,,
138275,900,788,717,183,41,26,22,1,1,0,1,5,0,5,46,30,803,248,109,399,47,708,244,96,367,1,95,4,13,32,46,41,25,22,1,1,0,1,5,0,5,47,97,9,88,45,30,15,1,1,0,1,5,0,2,42,143,86,57,52,48,4,91,38,53,6,84,11,0,215,28,5,0,87,11,2,0,23,15,62,14,17,69,100,0,0
138284,157,142,135,22,79,12,4,1,1,0,2,2,0,0,42,72,157,134,0,23,0,135,113,0,22,0,22,21,0,1,0,79,12,4,1,1,0,2,2,0,0,42,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,134,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
138293,878,841,818,60,37,28,16,1,1,0,1,1,3,13,30,33,833,280,114,419,20,795,275,113,407,0,38,5,1,12,20,36,29,16,2,1,0,1,1,3,13,29,45,23,22,58,20,9,0,0,0,4,2,4,2,42,,,,,,,,,,,,,,212,34,34,0,76,12,12,0,9,45,46,4,47,48,100,0,0
138309,3121,2099,1438,1683,28,28,24,4,3,0,0,1,14,0,87,2,3121,176,772,2173,0,1438,67,268,1103,0,1683,109,504,1070,0,28,28,24,4,3,0,0,1,14,0,87,0,0,0,,,,,,,,,,,,2091,2091,0,932,932,0,1159,1159,0,0,33,67,0,176,0,0,0,100,0,0,0,28,24,48,28,24,48,,,
138354,14822,10318,7564,7258,57,11,14,4,3,0,0,5,5,4,61,12,9970,1552,1169,6609,640,6885,1229,816,4704,136,3085,323,353,1905,504,59,10,12,4,4,0,0,6,5,3,58,4852,679,4173,51,13,18,3,3,0,0,3,5,6,68,,,,,,,,,,,,,,1343,177,0,32,87,11,0,2,49,35,16,31,49,20,86,6,8
138372,1266,622,297,969,34,24,38,2,2,0,0,2,0,0,21,14,1266,297,0,380,589,297,183,0,114,0,969,114,0,266,589,34,24,38,2,2,0,0,2,0,0,21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,295,0,0,2,99,0,0,1,0,0,100,0,0,100,,,
138479,960,960,960,0,19,40,35,3,3,0,0,2,1,0,41,36,960,345,0,352,263,960,345,0,352,263,0,0,0,0,0,19,40,35,3,3,0,0,2,1,0,41,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,345,0,0,0,100,0,0,0,1,11,88,1,11,88,,,
138488,2912,1084,160,2752,28,21,33,4,3,0,0,3,0,11,33,2,2912,86,0,248,2578,160,53,0,107,0,2752,33,0,141,2578,28,21,33,4,3,0,0,3,0,11,33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,86,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
138497,278,278,278,0,67,7,14,2,1,1,0,9,0,0,38,35,278,96,0,182,0,278,96,0,182,0,0,0,0,0,0,67,7,14,2,1,1,0,9,0,0,38,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,96,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
138558,3825,3019,2473,1352,77,9,10,1,1,0,0,2,0,1,61,23,3825,960,172,2076,617,2473,892,119,1449,13,1352,68,53,627,604,77,9,10,1,1,0,0,2,0,1,61,0,0,0,,,,,,,,,,,,304,304,0,87,87,0,217,217,0,15,77,8,0,853,95,12,0,89,10,1,0,13,36,50,13,36,50,,,
138600,1079,1064,1054,25,37,36,13,5,4,0,0,5,1,2,99,25,843,210,10,616,7,837,210,10,610,7,6,0,0,6,0,40,32,14,4,4,0,0,6,2,3,100,236,217,19,28,51,11,6,6,0,0,2,1,1,95,145,3,142,128,2,126,17,1,16,1,99,0,0,149,57,2,2,71,27,1,1,2,1,98,0,0,100,7,3,90
138655,521,486,463,58,12,49,22,17,17,0,0,0,0,0,31,21,521,131,0,390,0,463,112,0,351,0,58,19,0,39,0,12,49,22,17,17,0,0,0,0,0,31,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,131,0,0,0,100,0,0,0,0,100,0,0,100,0,,,
138664,117,117,117,0,1,81,9,9,9,0,0,0,0,0,75,39,117,46,0,71,0,117,46,0,71,0,0,0,0,0,0,1,81,9,9,9,0,0,0,0,0,75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,46,0,0,0,100,0,0,0,0,100,0,0,100,0,,,
138682,2719,1575,997,1722,14,78,3,0,0,0,0,4,0,0,66,9,2719,541,169,1319,690,997,257,66,616,58,1722,284,103,703,632,14,78,3,0,0,0,0,4,0,0,66,0,0,0,,,,,,,,,,,,1155,1155,0,487,487,0,668,668,0,19,38,42,1,535,6,0,0,99,1,0,0,55,25,20,55,25,20,,,
138716,6768,5563,4770,1998,7,83,4,0,0,0,0,2,4,0,74,22,6154,1487,368,4101,198,4463,1383,211,2834,35,1691,104,157,1267,163,6,84,4,0,0,0,0,2,3,0,73,614,307,307,12,73,2,0,0,0,0,1,9,2,80,1571,1085,486,603,381,222,968,704,264,3,79,18,0,1290,194,3,0,87,13,0,0,35,46,18,30,50,20,90,9,1
138761,496,429,385,111,29,52,8,1,0,0,1,0,8,1,41,51,496,257,72,144,23,385,255,52,77,1,111,2,20,67,22,29,52,8,1,0,0,1,0,8,1,41,0,0,0,,,,,,,,,,,,86,86,0,11,11,0,75,75,0,3,80,17,0,161,92,4,0,63,36,2,0,14,81,5,14,81,5,,,
138822,515,515,515,0,23,69,6,0,0,0,0,0,2,0,97,17,515,89,0,426,0,515,89,0,426,0,0,0,0,0,0,23,69,6,0,0,0,0,0,2,0,97,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,47,42,0,0,53,47,0,0,0,0,100,0,0,100,,,
138840,4498,2503,1494,3004,3,82,8,1,1,0,0,3,1,1,63,8,4498,958,696,2221,623,1494,365,253,837,39,3004,593,443,1384,584,3,82,8,1,1,0,0,3,1,1,63,0,0,0,,,,,,,,,,,,2274,2274,0,823,823,0,1451,1451,0,8,41,51,0,938,20,0,0,98,2,0,0,35,34,30,35,34,30,,,
138868,2260,1737,1400,860,56,16,13,2,2,0,0,2,10,1,49,9,1997,352,382,1262,1,1212,171,243,797,1,785,181,139,465,0,55,16,13,2,2,0,0,3,10,1,49,263,188,75,60,14,11,1,1,0,0,1,12,1,50,,,,,,,,,,,,,,74,203,0,75,21,58,0,21,67,13,20,64,13,23,86,14,0
138901,1549,969,576,973,2,87,5,1,1,0,0,3,0,1,68,8,1549,189,232,807,321,576,122,139,301,14,973,67,93,506,307,2,87,5,1,1,0,0,3,0,1,68,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,179,6,4,0,95,3,2,0,51,21,28,51,21,28,,,
138929,379,309,265,114,32,44,12,7,7,0,2,0,2,0,67,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,379,265,114,32,44,12,7,7,0,2,0,2,0,67,,,,,,,,,,,,,,,,,,,,,,0,20,80,,,,0,20,80
138947,4252,4074,3962,290,0,53,1,0,0,0,0,5,40,1,76,27,3618,1000,159,2444,15,3530,994,154,2382,0,88,6,5,62,15,0,54,1,0,0,0,0,6,38,0,77,634,432,202,1,45,0,0,0,0,0,0,51,3,69,,,,,,,,,,,,,,270,721,1,8,27,72,0,1,4,67,28,1,73,26,25,35,40
138956,4455,2592,1650,2805,32,52,8,2,1,0,0,5,1,0,62,10,4455,857,648,2418,532,1650,452,248,887,63,2805,405,400,1531,469,32,52,8,2,1,0,0,5,1,0,62,0,0,0,,,,,,,,,,,,1837,1837,0,673,673,0,1164,1164,0,8,50,41,1,805,52,0,0,94,6,0,0,26,28,46,26,28,46,,,
139144,2484,2366,2293,191,73,8,11,2,2,0,0,4,1,0,64,27,2254,616,46,1583,9,2229,616,46,1566,1,25,0,0,17,8,72,9,11,3,2,0,0,4,1,1,62,230,64,166,83,7,4,1,1,0,0,2,3,0,76,215,19,196,66,17,49,149,2,147,1,98,1,0,455,157,4,0,74,25,1,0,7,2,91,0,2,98,71,7,23
139153,359,288,244,115,11,39,15,23,21,2,2,0,8,3,55,5,138,9,0,129,0,101,7,0,94,0,37,2,0,35,0,17,35,22,11,9,1,3,0,9,4,58,221,143,78,7,41,10,30,28,2,1,0,7,3,54,,,,,,,,,,,,,,8,0,1,0,89,0,11,0,23,76,1,7,92,1,33,66,1
139199,2436,1992,1711,725,43,30,15,3,3,0,0,4,1,3,86,22,1273,290,108,631,244,875,276,82,515,2,398,14,26,116,242,43,20,23,3,3,0,0,4,1,5,87,1163,836,327,43,40,7,4,4,0,0,4,1,0,85,1191,259,932,772,145,627,419,114,305,16,63,20,0,269,16,5,0,93,6,2,0,36,22,41,26,32,42,48,12,40
139205,1338,929,665,673,52,25,8,1,1,0,1,3,2,7,41,19,1234,257,114,403,460,625,240,88,288,9,609,17,26,115,451,54,26,9,1,1,0,1,3,2,3,43,104,40,64,33,9,0,0,0,0,0,0,1,58,18,,,,,,,,,,,,,,178,69,10,0,69,27,4,0,18,32,50,11,35,54,100,0,0
139250,3468,2561,1947,1521,59,20,9,2,2,0,1,1,7,1,70,19,3468,772,270,1937,489,1947,666,158,1110,13,1521,106,112,827,476,59,20,9,2,2,0,1,1,7,1,70,0,0,0,,,,,,,,,,,,768,768,0,302,302,0,466,466,0,12,65,22,1,706,58,7,1,91,8,1,0,26,47,28,26,47,28,,,
139278,6940,3672,2020,4920,47,34,12,1,1,0,0,5,0,0,67,8,6940,1399,578,3186,1777,2020,569,209,901,341,4920,830,369,2285,1436,47,34,12,1,1,0,0,5,0,0,67,0,0,0,,,,,,,,,,,,2243,2243,0,639,639,0,1604,1604,0,20,48,32,0,1369,30,0,0,98,2,0,0,34,31,34,34,31,34,,,
139311,6163,4327,3108,3055,10,62,12,6,6,0,0,4,4,1,69,8,5551,518,534,3296,1203,2820,439,355,1904,122,2731,79,179,1392,1081,10,61,12,7,7,0,0,4,5,1,69,612,288,324,11,70,5,5,4,0,0,3,2,4,70,2106,1616,490,924,704,220,1182,912,270,20,50,29,1,488,17,13,0,94,3,3,0,39,37,23,36,40,24,71,11,18
139348,127,104,90,37,24,46,2,8,8,0,0,2,2,15,60,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,127,90,37,24,46,2,8,8,0,0,2,2,15,60,,,,,,,,,,,,,,,,,,,,,,2,38,60,,,,2,38,60
139357,3307,1719,917,2390,29,53,10,1,1,0,0,6,0,0,69,6,3307,704,368,1647,588,917,183,109,577,48,2390,521,259,1070,540,29,53,10,1,1,0,0,6,0,0,69,0,0,0,,,,,,,,,,,,1350,1350,0,431,431,0,919,919,0,13,45,41,1,600,104,0,0,85,15,0,0,33,31,36,33,31,36,,,
139366,7913,5983,4761,3152,43,36,9,3,3,0,0,5,3,2,59,17,6123,1149,478,3998,498,4161,1069,321,2669,102,1962,80,157,1329,396,42,35,9,3,3,0,0,5,4,1,57,1790,600,1190,45,37,6,3,3,0,0,4,1,4,66,2931,1431,1500,1023,599,424,1908,832,1076,7,69,23,0,1062,81,6,0,92,7,1,0,33,42,26,22,51,27,69,9,21
139384,7282,3601,1740,5542,62,8,25,1,1,0,0,4,0,1,63,5,7282,1012,487,2745,3038,1740,372,158,1012,198,5542,640,329,1733,2840,62,8,25,1,1,0,0,4,0,1,63,0,0,0,,,,,,,,,,,,1828,1828,0,609,609,0,1219,1219,0,31,44,25,0,1006,6,0,0,99,1,0,0,44,20,36,44,20,36,,,
139393,1100,1003,941,159,83,3,4,3,3,0,0,2,1,4,52,26,1087,282,23,634,148,929,282,22,625,0,158,0,1,9,148,83,3,4,3,3,0,0,2,1,4,52,13,12,1,77,8,15,0,0,0,0,0,0,0,54,8,6,2,5,3,2,3,3,0,11,89,1,0,96,177,9,0,34,63,3,0,1,0,99,0,0,100,46,0,54
139463,5135,3829,2946,2189,50,4,38,2,2,0,0,2,2,1,64,18,5135,1132,281,3140,582,2946,928,166,1755,97,2189,204,115,1385,485,50,4,38,2,2,0,0,2,2,1,64,0,0,0,,,,,,,,,,,,833,833,0,327,327,0,506,506,0,10,74,16,0,1109,15,8,0,98,1,1,0,13,35,52,13,35,52,,,
139506,67,67,67,0,0,100,0,0,0,0,0,0,0,0,37,9,67,6,0,61,0,67,6,0,61,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,37,0,0,0,,,,,,,,,,,,45,45,0,45,45,0,0,0,0,0,33,67,0,6,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
139579,716,684,664,52,39,34,9,6,5,0,0,2,9,0,73,6,270,19,72,179,0,225,17,60,148,0,45,2,12,31,0,18,55,6,1,1,0,0,2,17,0,76,446,439,7,52,21,11,8,8,0,0,2,4,0,72,,,,,,,,,,,,,,18,1,0,0,95,5,0,0,33,2,65,79,3,18,6,1,93
139621,1820,1377,1078,742,38,45,8,2,1,0,0,4,2,0,59,30,1820,641,128,644,407,1078,555,95,416,12,742,86,33,228,395,38,45,8,2,1,0,0,4,2,0,59,0,0,0,,,,,,,,,,,,147,147,0,67,67,0,80,80,0,19,72,8,0,598,42,1,0,93,7,0,0,29,34,37,29,34,37,,,
139630,950,859,801,149,60,13,7,1,1,0,0,6,0,12,47,27,886,237,72,466,111,761,236,70,455,0,125,1,2,11,111,59,13,7,2,1,0,0,7,0,13,46,64,40,24,80,8,8,0,0,0,0,0,0,5,58,,,,,,,,,,,,,,172,47,18,0,73,20,8,0,10,24,66,4,25,71,95,5,0
139658,15175,14230,13644,1531,33,14,10,19,19,0,0,4,2,18,61,19,7407,1438,592,5268,109,7312,1437,589,5200,86,95,1,3,68,23,30,10,12,25,25,0,0,4,2,17,57,7768,6332,1436,35,18,7,13,13,0,0,3,3,20,64,5480,133,5347,4165,120,4045,1315,13,1302,1,97,2,0,220,919,297,2,15,64,21,0,6,30,64,1,35,64,11,26,63
139700,5382,3337,1954,3428,56,17,19,2,1,0,0,4,1,1,66,9,5382,965,527,3269,621,1954,508,201,1226,19,3428,457,326,2043,602,56,17,19,2,1,0,0,4,1,1,66,0,0,0,,,,,,,,,,,,1678,1678,0,551,551,0,1127,1127,0,9,59,31,0,869,78,18,0,90,8,2,0,52,28,20,52,28,20,,,
139719,2897,2701,2572,325,2,90,3,0,0,0,0,3,0,1,67,28,2699,781,96,1807,15,2433,753,79,1600,1,266,28,17,207,14,1,92,3,0,0,0,0,3,0,0,67,198,139,59,15,66,1,1,1,0,0,2,0,15,77,331,182,149,202,108,94,129,74,55,1,92,7,0,737,43,1,0,94,6,0,0,12,57,31,11,59,31,25,33,42
139746,61,61,61,0,25,56,7,3,3,0,0,10,0,0,75,0,61,0,0,61,0,61,0,0,61,0,0,0,0,0,0,25,56,7,3,3,0,0,10,0,0,75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,0,100,,,
139755,53363,36253,26369,26994,30,6,7,27,27,0,0,3,2,25,32,19,20591,3836,1108,13841,1806,17712,3828,1093,12704,87,2879,8,15,1137,1719,33,8,8,36,36,0,0,5,1,8,40,32772,8657,24115,27,4,6,22,22,0,0,3,2,36,28,25105,288,24817,4683,180,4503,20422,108,20314,8,91,1,0,2348,1132,332,24,61,30,9,1,47,8,45,8,18,75,72,2,26
139764,3700,2760,2149,1551,55,29,3,3,3,0,0,3,1,6,66,18,3024,561,340,1523,600,1835,530,218,1054,33,1189,31,122,469,567,55,30,4,2,2,0,0,3,1,5,65,676,314,362,56,24,1,8,8,0,0,1,1,8,70,1265,694,571,539,293,246,726,401,325,13,64,23,0,544,15,2,0,97,3,0,0,45,34,21,41,33,26,61,38,1
139861,7097,6416,6001,1096,79,8,7,2,2,0,0,3,1,1,66,30,6006,1801,205,3941,59,5558,1796,193,3552,17,448,5,12,389,42,82,3,7,2,2,0,0,3,1,1,65,1091,443,648,60,31,3,3,3,0,0,3,0,0,74,866,52,814,304,28,276,562,24,538,1,98,1,0,1786,9,5,1,99,0,0,0,10,10,81,0,7,93,62,27,11
139931,27423,23231,20550,6873,55,23,7,2,2,0,0,5,6,2,60,21,23541,5163,1390,15237,1751,18876,5010,1137,12624,105,4665,153,253,2613,1646,55,23,7,2,2,0,0,5,6,1,58,3882,1674,2208,55,25,4,2,2,0,0,2,5,7,72,5366,2520,2846,2296,1342,954,3070,1178,1892,6,83,11,0,4669,396,87,11,90,8,2,0,22,50,28,15,55,30,67,15,17
139940,34944,29583,26090,8854,19,40,13,14,14,0,0,5,1,8,61,15,27415,4218,1392,21013,792,20474,4008,996,15386,84,6941,210,396,5627,708,16,43,15,16,16,0,0,5,1,4,59,7529,5616,1913,29,28,7,7,7,0,0,3,2,23,66,9793,4332,5461,5749,1949,3800,4044,2383,1661,2,81,16,0,3326,445,372,75,79,11,9,2,15,52,33,15,58,27,17,31,52
139959,43146,40358,38671,4475,62,7,8,11,11,0,0,4,1,6,59,19,32399,6169,2026,23942,262,30766,6149,1929,22576,112,1633,20,97,1366,150,66,6,8,13,13,0,0,4,1,1,57,10747,7905,2842,53,12,7,5,5,0,0,3,1,19,63,7400,530,6870,4835,315,4520,2565,215,2350,1,97,2,0,4977,1163,24,5,81,19,0,0,4,19,77,0,22,78,15,13,73
139968,3179,2293,1694,1485,52,35,6,1,1,0,0,4,1,0,68,16,3179,601,268,1675,635,1694,499,146,1028,21,1485,102,122,647,614,52,35,6,1,1,0,0,4,1,0,68,0,0,0,,,,,,,,,,,,681,681,0,324,324,0,357,357,0,18,60,21,1,595,4,2,0,99,1,0,0,44,32,24,44,32,24,,,
139986,6185,3136,1595,4590,31,52,9,2,2,0,0,4,1,0,67,6,6185,1020,472,2606,2087,1595,372,146,954,123,4590,648,326,1652,1964,31,52,9,2,2,0,0,4,1,0,67,0,0,0,,,,,,,,,,,,2066,2066,0,653,653,0,1413,1413,0,26,41,33,0,1013,7,0,0,99,1,0,0,53,23,24,53,23,24,,,
139995,338,258,205,133,36,54,10,0,0,0,0,0,0,0,64,37,338,211,0,127,0,205,124,0,81,0,133,87,0,46,0,36,54,10,0,0,0,0,0,0,0,64,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,70,107,3,31,33,51,1,15,69,31,0,69,31,0,,,
140003,156,107,75,81,13,63,19,4,4,0,0,0,1,0,85,29,156,81,0,75,0,75,45,0,30,0,81,36,0,45,0,13,63,19,4,4,0,0,0,1,0,85,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,81,0,0,0,100,0,0,0,0,79,21,0,79,21,,,
140012,11166,5243,2250,8916,21,37,25,9,9,0,0,5,1,2,61,4,11166,1804,1365,5559,2438,2250,451,277,1372,150,8916,1353,1088,4187,2288,21,37,25,9,9,0,0,5,1,2,61,0,0,0,,,,,,,,,,,,3734,3734,0,785,785,0,2949,2949,0,16,50,33,0,1786,18,0,0,99,1,0,0,36,31,33,36,31,33,,,
140146,60,48,40,20,0,98,0,0,0,0,0,2,0,0,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,60,40,20,0,98,0,0,0,0,0,2,0,0,30,,,,,,,,,,,,,,,,,,,,,,100,0,0,,,,100,0,0
140234,813,800,791,22,55,31,7,1,1,0,1,4,0,1,52,36,651,236,49,351,15,636,236,48,350,2,15,0,1,1,13,56,29,7,1,1,0,1,5,0,1,45,162,155,7,49,40,7,2,2,0,1,1,1,0,82,160,31,129,152,30,122,8,1,7,2,93,5,0,173,62,1,0,73,26,0,0,7,24,70,0,30,70,31,0,69
140243,6908,3318,1504,5404,54,8,30,4,4,0,0,3,0,1,59,7,6908,1196,670,2747,2295,1504,495,204,733,72,5404,701,466,2014,2223,54,8,30,4,4,0,0,3,0,1,59,0,0,0,,,,,,,,,,,,1564,1564,0,384,384,0,1180,1180,0,24,53,23,0,1190,6,0,0,99,1,0,0,35,25,40,35,25,40,,,
140252,2714,2526,2407,307,40,21,21,4,4,0,2,0,4,9,50,24,899,225,138,530,6,786,217,123,446,0,113,8,15,84,6,28,28,18,2,2,0,3,1,4,17,51,1815,1621,194,46,18,22,4,4,0,1,0,5,4,50,1231,152,1079,1010,92,918,221,60,161,1,82,17,0,117,70,38,0,52,31,17,0,10,63,27,15,76,9,8,57,35
140331,11156,6220,3725,7431,42,28,21,3,3,0,0,4,1,2,57,11,11156,2302,1094,5331,2429,3725,1196,397,1865,267,7431,1106,697,3466,2162,42,28,21,3,3,0,0,4,1,2,57,0,0,0,,,,,,,,,,,,3065,3065,0,932,932,0,2133,2133,0,15,57,27,0,2291,11,0,0,100,0,0,0,32,34,34,32,34,34,,,
140340,435,320,246,189,7,67,8,9,9,0,0,2,6,0,84,8,387,52,27,308,0,200,30,19,151,0,187,22,8,157,0,7,73,8,4,3,1,1,2,5,0,86,48,46,2,6,19,6,50,50,0,0,0,19,0,67,,,,,,,,,,,,,,47,2,3,0,90,4,6,0,60,31,9,64,27,9,27,60,13
140447,9196,8065,7355,1841,40,34,8,8,8,0,0,3,3,4,66,18,4690,859,459,3182,190,4077,826,310,2876,65,613,33,149,306,125,40,33,9,8,8,0,0,4,3,3,65,4506,3278,1228,40,34,7,8,8,0,0,2,3,6,67,4217,1115,3102,2714,666,2048,1503,449,1054,1,75,24,0,727,116,4,12,85,14,0,1,22,13,65,21,9,70,23,17,60
140553,2847,2682,2576,271,0,97,0,0,0,0,0,2,0,0,0,24,2847,684,77,2083,3,2576,683,58,1833,2,271,1,19,250,1,0,97,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,191,489,0,4,28,71,0,1,9,0,91,9,0,91,,,
140562,967,875,818,149,4,79,3,6,5,0,0,6,2,0,65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,967,818,149,4,79,3,6,5,0,0,6,2,0,65,732,0,732,603,0,603,129,0,129,,,,,,,,,,,,,22,0,78,,,,22,0,78
140571,432,388,359,73,0,94,3,0,0,0,0,2,0,0,55,17,432,78,84,270,0,359,72,67,220,0,73,6,17,50,0,0,94,3,0,0,0,0,2,0,0,55,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,53,25,0,0,68,32,0,0,65,34,0,65,34,0,,,
140678,2599,1398,791,1808,77,5,11,1,1,0,0,4,0,0,62,11,2599,527,193,1190,689,791,282,84,405,20,1808,245,109,785,669,77,5,11,1,1,0,0,4,0,0,62,0,0,0,,,,,,,,,,,,628,628,0,163,163,0,465,465,0,20,55,24,0,518,9,0,0,98,2,0,0,27,29,44,27,29,44,,,
140696,1425,1378,1348,77,28,20,30,4,4,0,0,4,12,3,62,25,1396,345,45,962,44,1332,345,42,934,11,64,0,3,28,33,28,20,30,4,4,0,0,4,11,3,63,29,16,13,34,7,21,3,3,0,0,3,31,0,34,60,50,10,39,38,1,21,12,9,3,93,4,0,296,28,2,19,86,8,1,6,0,9,91,0,9,91,0,3,97
140720,390,369,355,35,0,95,5,0,0,0,0,0,0,0,58,27,390,113,32,243,2,355,105,28,221,1,35,8,4,22,1,0,95,5,0,0,0,0,0,0,0,58,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,51,51,8,3,45,45,7,3,3,80,17,3,80,17,,,
140818,1857,1552,1362,495,62,21,9,1,1,0,0,2,4,1,72,21,1159,241,97,779,42,1067,238,90,738,1,92,3,7,41,41,64,15,12,1,1,0,1,3,4,1,66,698,295,403,60,31,4,1,1,0,0,1,4,0,83,768,179,589,331,111,220,437,68,369,1,83,15,0,197,42,2,0,82,17,1,0,33,22,45,11,29,60,71,11,18
140827,65,65,65,0,51,17,18,6,6,0,2,0,0,6,55,22,65,14,0,51,0,65,14,0,51,0,0,0,0,0,0,51,17,18,6,6,0,2,0,0,6,55,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10,3,0,1,71,21,0,7,51,0,49,51,0,49,,,
140872,1233,1174,1137,96,57,22,9,2,1,0,1,1,5,5,48,29,1129,335,119,612,63,1060,333,115,582,30,69,2,4,30,33,57,22,9,2,2,0,1,1,5,5,48,104,77,27,57,27,4,1,1,0,1,0,6,5,58,151,99,52,117,79,38,34,20,14,5,86,9,0,296,26,13,0,88,8,4,0,13,43,45,5,46,49,92,8,0
140942,3942,2252,1398,2544,29,51,12,2,2,0,0,5,0,1,60,10,3942,881,521,1964,576,1398,388,221,668,121,2544,493,300,1296,455,29,51,12,2,2,0,0,5,0,1,60,0,0,0,,,,,,,,,,,,1670,1670,0,582,582,0,1088,1088,0,10,47,42,1,853,28,0,0,97,3,0,0,28,31,41,28,31,41,,,
140951,18550,16853,15767,2783,47,12,7,6,6,0,1,1,5,21,70,21,15552,3496,653,11094,309,13419,3337,580,9478,24,2133,159,73,1616,285,51,13,8,6,6,0,1,2,5,14,71,2998,2348,650,24,9,4,5,5,0,0,1,3,55,69,2717,951,1766,1782,584,1198,935,367,568,2,92,6,0,606,2459,429,2,17,70,12,0,10,21,70,7,20,73,21,26,53
